Name,Surname,Real Name,Type,Gender,Nationality,Complete Name (Name Surname),Complete Name (Surname Name),Have Image [Y/N]
Hans,Memling,,Painter,Male,"German, Flemish","Hans, Memling","Memling, Hans",
Hanya,Yanagihara,,Novelist,Female,American,"Hanya, Yanagihara","Yanagihara, Hanya",
Harmen,Steenwijck,,Painter,Male,Dutch,"Harmen, Steenwijck","Steenwijck, Harmen",
Harold,Bloom,,,,,"Harold, Bloom","Bloom, Harold",
Harold,Brodkey,Aaron Roy Weintraub,"Novelist, Short Story Writer",Male,American,"Harold, Brodkey","Brodkey, Harold",
Harper,Lee,,,,,"Harper, Lee","Lee, Harper",
Harry,Clarke,,"Illustrator, Stained Glass Artist",Male,Irish,"Harry, Clarke","Clarke, Harry",
Hart,Crane,Harold Hart Crane,Poet,Male,American,"Hart, Crane","Crane, Hart",
Haruki,Murakami,,"Novelist, Short Story Writer",Male,Japanese,"Haruki, Murakami","Murakami, Haruki",
Heinrich,von Kleist,,"Poet, Playwright, Novelist",Male,German,"Heinrich, von Kleist","von Kleist, Heinrich",
Helena,Blavatsky,,"Occult Philosopher, Theosophist",Female,Russian,"Helena, Blavatsky","Blavatsky, Helena",
Hélène,Cixous,,"Philosopher, Literary Critic, Novelist",Female,French,"Hélène, Cixous","Cixous, Hélène",
Henri,Alain-Fournier,Henri-Alban Fournier,Novelist,Male,French,"Henri, Alain-Fournier","Alain-Fournier, Henri",
Henri,Barbusse,,,,,"Henri, Barbusse","Barbusse, Henri",
Henri,Bergson,,Philosopher,Male,French,"Henri, Bergson","Bergson, Henri",
Henri,Matisse,Henri Émile Benoît Matisse,"Painter, Sculptor",Male,French,"Henri, Matisse","Matisse, Henri",
Henri,Rousseau,Henri Julien Félix Rousseau,Painter,Male,French,"Henri, Rousseau","Rousseau, Henri",
Henri-Jean,Martin,,Painter,Male,French,"Henri-Jean, Martin","Martin, Henri-Jean",
Henrik,Ibsen,,Playwright,Male,Norwegian,"Henrik, Ibsen","Ibsen, Henrik",
Henry,David Thoreau,,"Essayist, Poet, Philosopher",Male,American,"Henry, David Thoreau","David Thoreau, Henry",
Henry,Fuseli,Johann Heinrich Füssli,Painter,Male,Swiss,"Henry, Fuseli","Fuseli, Henry",
Henry,James,,"Novelist, Literary Critic",Male,American,"Henry, James","James, Henry",
Henry,Moore,,Sculptor,Male,British,"Henry, Moore","Moore, Henry",
Henryk,Siemiradzki,,Painter,Male,"Polish, Russian","Henryk, Siemiradzki","Siemiradzki, Henryk",
Heraclitus,,,Philosopher,Male,Greek,Heraclitus,Heraclitus,
Herbert,James Draper,,Painter,Male,British,"Herbert, James Draper","James Draper, Herbert",
Herbert,Marcuse,,"Philosopher, Sociologist",Male,"German, American","Herbert, Marcuse","Marcuse, Herbert",
Herbert,Rosendorfer,,Writer,Male,German,"Herbert, Rosendorfer","Rosendorfer, Herbert",
Herman,Melville,,"Novelist, Short Story Writer, Poet",Male,American,"Herman, Melville","Melville, Herman",Y
Hermann,Broch,,"Novelist, Playwright, Philosopher",Male,Austrian,"Hermann, Broch","Broch, Hermann",
Hermann,Corrodi,,Painter,Male,"Italian, Swiss","Hermann, Corrodi","Corrodi, Hermann",
Hermann,Hesse,,,,,"Hermann, Hesse","Hesse, Hermann",
Hermann,Nitsch,,"Performance Artist, Painter",Male,Austrian,"Hermann, Nitsch","Nitsch, Hermann",
Herō,Maeta,,Painter,Male,Japanese,"Herō, Maeta","Maeta, Herō",
Herta,Müller,,"Novelist, Poet, Essayist",Female,"Romanian, German","Herta, Müller","Müller, Herta",
Hervé,Bazin,,,,,"Hervé, Bazin","Bazin, Hervé",
Hieronymus,Bosch,Jheronimus van Aken,Painter,Male,Dutch,"Hieronymus, Bosch","Bosch, Hieronymus",
Hildegard of,Bingen,,"Illuminator, Mystic",Female,German,"Hildegard of, Bingen","Bingen, Hildegard of",
Hilma af,Klint,,"Painter, Mystic",Female,Swedish,"Hilma af, Klint","Klint, Hilma af",
Hilma,af Klint,,"Painter, Mystic",Female,Swedish,"Hilma, af Klint","af Klint, Hilma",
Hirokazu,Kore-eda,,"Film Director, Screenwriter",Male,Japanese,"Hirokazu, Kore-eda","Kore-eda, Hirokazu",
Honoré de,Balzac,,"Novelist, Playwright",Male,French,"Honoré de, Balzac","Balzac, Honoré de",
Horace,Walpole,"Horatio Walpole, 4th Earl of Orford","Writer, Art Historian, Politician",Male,British,"Horace, Walpole","Walpole, Horace",
Horacio,Quiroga,,Short Story Writer,Male,Uruguayan,"Horacio, Quiroga","Quiroga, Horacio",
Hou,Hsiao-hsien,,"Film Director, Screenwriter",Male,Taiwanese,"Hou, Hsiao-hsien","Hsiao-hsien, Hou",
Howard,Zinn,,"Historian, Playwright",Male,American,"Howard, Zinn","Zinn, Howard",
HR,Giger,Hans Ruedi Giger,"Painter, Sculptor, Set Designer",Male,Swiss,"HR, Giger","Giger, HR",
Hubert,Robert,,Painter,Male,French,"Hubert, Robert","Robert, Hubert",
Hubert,Selby Jr.,,Novelist,Male,American,"Hubert, Selby Jr.","Selby Jr., Hubert",
Huey P.,Newton,Huey Percy Newton,"Activist, Revolutionary, Author",Male,American,"Huey P., Newton","Newton, Huey P.",
Hugh,MacDiarmid,Christopher Murray Grieve,Poet,Male,Scottish,"Hugh, MacDiarmid","MacDiarmid, Hugh",
Hugo,Simberg,,"Painter, Graphical Artist",Male,Finnish,"Hugo, Simberg","Simberg, Hugo",
Hugues,Merle,,Painter,Male,French,"Hugues, Merle","Merle, Hugues",
Hunter S.,Thompson,,"Journalist, Writer",Male,American,"Hunter S., Thompson","Thompson, Hunter S.",
Hypatia,,,"Philosopher, Mathematician, Astronomer",Female,"Greek, Egyptian",Hypatia,Hypatia,
I.F.,Stone,Isidor Feinstein Stone,Investigative Journalist,Male,American,"I.F., Stone","Stone, I.F.",
Iain,Banks,Iain Menzies Banks,Novelist,Male,Scottish,"Iain, Banks","Banks, Iain",
Ibn,Arabi,Muhyiddin Ibn Arabi,"Sufi Mystic, Philosopher",Male,Andalusian,"Ibn, Arabi","Arabi, Ibn",
Ilhan,Berk,,Poet,Male,Turkish,"Ilhan, Berk","Berk, Ilhan",
Ilya,Repin,,Painter,Male,"Russian, Ukrainian","Ilya, Repin","Repin, Ilya",
Immanuel,Kant,,Philosopher,Male,German,"Immanuel, Kant","Kant, Immanuel",
Imre,Kertész,,"Novelist, Holocaust survivor",Male,Hungarian,"Imre, Kertész","Kertész, Imre",
Ingeborg,Bachmann,,"Poet, Novelist",Female,Austrian,"Ingeborg, Bachmann","Bachmann, Ingeborg",
Ingmar,Bergman,,"Film Director, Screenwriter, Theatre Director",Male,Swedish,"Ingmar, Bergman","Bergman, Ingmar",
Ippolito,Caffi,,Painter,Male,Italian,"Ippolito, Caffi","Caffi, Ippolito",
Irenaeus,,,Theologian,Male,Greek,Irenaeus,Irenaeus,
Iris,Murdoch,,"Novelist, Philosopher",Female,"Irish, British","Iris, Murdoch","Murdoch, Iris",
Irvine,Welsh,,"Novelist, Playwright",Male,Scottish,"Irvine, Welsh","Welsh, Irvine",
Isaac,Asimov,,"Science Fiction Writer, Science Writer",Male,"Russian, American","Isaac, Asimov","Asimov, Isaac",
Isaac,Bashevis Singer,,"Novelist, Short Story Writer",Male,"Polish, American","Isaac, Bashevis Singer","Bashevis Singer, Isaac",
Isaac,Newton,,,,,"Isaac, Newton","Newton, Isaac",
Isabel,Allende,,,,,"Isabel, Allende","Allende, Isabel",
Isabelle,Stengers,,Philosopher,Female,Belgian,"Isabelle, Stengers","Stengers, Isabelle",
Isao,Takahata,,"Film Director, Screenwriter",Male,Japanese,"Isao, Takahata","Takahata, Isao",
Israel,Regardie,,"Occultist, Writer",Male,"British, American","Israel, Regardie","Regardie, Israel",
Italo,Calvino,,"Journalist, Short Story Writer, Novelist",Male,Italian,"Italo, Calvino","Calvino, Italo",
Italo,Svevo,,,,,"Italo, Svevo","Svevo, Italo",
Ivan,Aivazovsky,Ivan Konstantinovich Aivazovsky,Painter,Male,"Russian, Armenian","Ivan, Aivazovsky","Aivazovsky, Ivan",
Ivan,Albright,,Painter,Male,American,"Ivan, Albright","Albright, Ivan",
Ivan,Goncharov,Ivan Alexandrovich Goncharov,Novelist,Male,Russian,"Ivan, Goncharov","Goncharov, Ivan",
Iván,Kramskói,Ivan Nikolaevich Kramskoi,Painter,Male,Russian,"Iván, Kramskói","Kramskói, Iván",
Ivan,Turgenev,,"Novelist, Short Story Writer, Playwright",Male,Russian,"Ivan, Turgenev","Turgenev, Ivan",
Ivo,Andrić,,"Novelist, Poet",Male,Yugoslav,"Ivo, Andrić","Andrić, Ivo",
J. M. W.,Turner,Joseph Mallord William Turner,Painter,Male,British,"J. M. W., Turner","Turner, J. M. W.",
J.A.,Baker,,,,,"J.A., Baker","Baker, J.A.",
J.D.,Salinger,,,,,"J.D., Salinger","Salinger, J.D.",
J.G.,Ballard,,"Novelist, Short Story Writer",Male,British,"J.G., Ballard","Ballard, J.G.",
J.H.,Prynne,Jeremy Halvard Prynne,Poet,Male,British,"J.H., Prynne","Prynne, J.H.",
J.M.,Coetzee,,"Novelist, Essayist, Literary Critic",Male,"South African, Australian","J.M., Coetzee","Coetzee, J.M.",
Jacek,Malczewski,,Painter,Male,Polish,"Jacek, Malczewski","Malczewski, Jacek",
Jack,Kerouac,,"Novelist, Poet",Male,American,"Jack, Kerouac","Kerouac, Jack",
Jack,Ketchum,Dallas William Mayr,Novelist,Male,American,"Jack, Ketchum","Ketchum, Jack",
Jack,London,,"Novelist, Journalist",Male,American,"Jack, London","London, Jack",
Jackson,Pollock,Paul Jackson Pollock,Painter,Male,American,"Jackson, Pollock","Pollock, Jackson",
Jacob,Böhme,,"Christian Mystic, Theologian",Male,German,"Jacob, Böhme","Böhme, Jacob",
Jacob,Cornelisz. van Oostzanen,,"Painter, Designer, Woodcutter",Male,Dutch,"Jacob, Cornelisz. van Oostzanen","Cornelisz. van Oostzanen, Jacob",
Jacopo,Pontormo,Jacopo Carucci,Painter,Male,Italian,"Jacopo, Pontormo","Pontormo, Jacopo",
Jacqueline,Cogno,,Painter,Female,French,"Jacqueline, Cogno","Cogno, Jacqueline",
Jacques,de Gheyn II,,"Painter, Engraver, Botanical Artist",Male,Dutch,"Jacques, de Gheyn II","de Gheyn II, Jacques",
Jacques,Demy,,"Film Director, Screenwriter",Male,French,"Jacques, Demy","Demy, Jacques",
Jacques,Derrida,,Philosopher,Male,French,"Jacques, Derrida","Derrida, Jacques",
Jacques,Lacan,,"Philosopher, Psychoanalyst",Male,French,"Jacques, Lacan","Lacan, Jacques",
Jacques,Rivette,,"Film Director, Film Critic",Male,French,"Jacques, Rivette","Rivette, Jacques",
Jacques,Tati,Jacques Tatischeff,"Film Director, Actor",Male,French,"Jacques, Tati","Tati, Jacques",
Jacques-Louis,David,,Painter,Male,French,"Jacques-Louis, David","David, Jacques-Louis",
Jakob,Böhme,,"Philosopher, Christian Mystic",Male,German,"Jakob, Böhme","Böhme, Jakob",
Jakub,Schikaneder,,Painter,Male,Czech,"Jakub, Schikaneder","Schikaneder, Jakub",
James C.,Scott,,Political Scientist,Male,American,"James C., Scott","Scott, James C.",
James,Abbott McNeill Whistler,,Painter,Male,American,"James, Abbott McNeill Whistler","Abbott McNeill Whistler, James",
James,Baldwin,James Arthur Baldwin,"Novelist, Playwright, Essayist, Poet",Male,American,"James, Baldwin","Baldwin, James",
James,Ensor,"James Sidney Edouard, Baron Ensor","Painter, Printmaker",Male,Belgian,"James, Ensor","Ensor, James",
James,Frazer,James George Frazer,"Anthropologist, Folklorist",Male,Scottish,"James, Frazer","Frazer, James",
James,Hogg,,"Novelist, Poet",Male,Scottish,"James, Hogg","Hogg, James",
James,Joyce,,"Novelist, Short Story Writer, Poet",Male,Irish,"James, Joyce","Joyce, James",
James,S.A. Corey,,,,,"James, S.A. Corey","S.A. Corey, James",
James,Turrell,,"Installation Artist, Light Artist",Male,American,"James, Turrell","Turrell, James",
James,Whistler,,Painter,Male,American,"James, Whistler","Whistler, James",
Jan,de Baen,,Painter,Male,Dutch,"Jan, de Baen","de Baen, Jan",
Jan,Luyken,,"Printmaker, Poet",Male,Dutch,"Jan, Luyken","Luyken, Jan",
Jan,Matejko,Jan Matejko,"Painter, History Painter",Male,Polish,"Jan, Matejko","Matejko, Jan",
Jan,Potocki,Jan Nepomucen Potocki,"Novelist, Historian, Ethnologist, Traveler",Male,Polish,"Jan, Potocki","Potocki, Jan",
Jan,Toorop,,Painter,Male,"Dutch, Indonesian","Jan, Toorop","Toorop, Jan",
Jan,van Eyck,,Painter,Male,Flemish,"Jan, van Eyck","van Eyck, Jan",
Jane,Austen,,,,,"Jane, Austen","Austen, Jane",
Jane,Smiley,,Novelist,Female,American,"Jane, Smiley","Smiley, Jane",
Janet,Fitch,,,,,"Janet, Fitch","Fitch, Janet",
Javier Pedro,Zabala,,Author,Male,Spanish,"Javier Pedro, Zabala","Zabala, Javier Pedro",
Javier,Marías,,"Novelist, Translator, Columnist",Male,Spanish,"Javier, Marías","Marías, Javier",
Jean de,La Hire,Adolphe d'Espie,Writer,Male,French,"Jean de, La Hire","La Hire, Jean de",
Jean,Baudrillard,,"Philosopher, Sociologist",Male,French,"Jean, Baudrillard","Baudrillard, Jean",
Jean,Cocteau,,,,,"Jean, Cocteau","Cocteau, Jean",
Jean,Delville,,"Painter, Writer",Male,Belgian,"Jean, Delville","Delville, Jean",
Jean,Follain,,Poet,Male,French,"Jean, Follain","Follain, Jean",
Jean,Gebser,,"Cultural Philosopher, Poet",Male,"German, Swiss","Jean, Gebser","Gebser, Jean",
Jean,Genet,,"Novelist, Playwright, Poet, Essayist",Male,French,"Jean, Genet","Genet, Jean",
Jean,Leon Gerome Ferris,,Painter,Male,American,"Jean, Leon Gerome Ferris","Leon Gerome Ferris, Jean",
Jean,Lorrain,,,,,"Jean, Lorrain","Lorrain, Jean",
Jean,Racine,,,,,"Jean, Racine","Racine, Jean",
Jean,Ray,,,,,"Jean, Ray","Ray, Jean",
Jean,Renoir,,Film Director,Male,French,"Jean, Renoir","Renoir, Jean",
Jean,Rhys,,"Novelist, Short Story Writer",Female,"Dominican, British","Jean, Rhys","Rhys, Jean",
Jean,Vigo,,Film Director,Male,French,"Jean, Vigo","Vigo, Jean",
Jean-Antoine,Watteau,,Painter,Male,French,"Jean-Antoine, Watteau","Watteau, Jean-Antoine",
Jean-Honoré,Fragonard,,Painter,Male,French,"Jean-Honoré, Fragonard","Fragonard, Jean-Honoré",
Jean-Jacques,Rousseau,,"Philosopher, Writer",Male,"Genevan, Swiss","Jean-Jacques, Rousseau","Rousseau, Jean-Jacques",
Jean-Léon,Gérôme,,"Painter, Sculptor",Male,French,"Jean-Léon, Gérôme","Gérôme, Jean-Léon",
Jean-Luc,Godard,,"Film Director, Film Critic",Male,"French, Swiss","Jean-Luc, Godard","Godard, Jean-Luc",
Jean-Luc,Lagarce,,,,,"Jean-Luc, Lagarce","Lagarce, Jean-Luc",
Jean-Luc,Nancy,,Philosopher,Male,French,"Jean-Luc, Nancy","Nancy, Jean-Luc",
Jean-Marie,Straub,,Film Director,Male,French,"Jean-Marie, Straub","Straub, Jean-Marie",
Jean-Michel,Basquiat,,"Painter, Graffiti Artist",Male,American,"Jean-Michel, Basquiat","Basquiat, Jean-Michel",
Jeanne,Mammen,,Painter,Female,German,"Jeanne, Mammen","Mammen, Jeanne",
Jean-Paul,Sartre,,"Philosopher, Writer, Novelist, Playwright",Male,French,"Jean-Paul, Sartre","Sartre, Jean-Paul",
Jean-Philippe,Toussaint,,Writer,Male,Belgian,"Jean-Philippe, Toussaint","Toussaint, Jean-Philippe",
Jean-Pierre,Roy,,Painter,Male,American,"Jean-Pierre, Roy","Roy, Jean-Pierre",
Jeff,Koons,,Sculptor,Male,American,"Jeff, Koons","Koons, Jeff",
Jennifer,Kent,,"Film Director, Screenwriter",Female,Australian,"Jennifer, Kent","Kent, Jennifer",
Jenny,Holzer,,"Conceptual Artist, Installation Artist",Female,American,"Jenny, Holzer","Holzer, Jenny",
Jeremy,Bentham,,"Philosopher, Jurist",Male,English,"Jeremy, Bentham","Bentham, Jeremy",
Jerzy,Kawalerowicz,,"Film Director, Screenwriter",Male,Polish,"Jerzy, Kawalerowicz","Kawalerowicz, Jerzy",
Jerzy,Skolimowski,,"Film Director, Screenwriter, Actor",Male,Polish,"Jerzy, Skolimowski","Skolimowski, Jerzy",
Jia,Zhangke,,Film Director,Male,Chinese,"Jia, Zhangke","Zhangke, Jia",
Jirō,Yanagimachi,,"Film Director, Writer",Male,Japanese,"Jirō, Yanagimachi","Yanagimachi, Jirō",
Joan,Didion,,"Novelist, Essayist, Journalist",Female,American,"Joan, Didion","Didion, Joan",
Joan,Miró,,"Painter, Sculptor, Ceramicist",Male,Spanish,"Joan, Miró","Miró, Joan",
João Pedro,Rodrigues,,Film Director,Male,Portuguese,"João Pedro, Rodrigues","Rodrigues, João Pedro",
João,Guimarães Rosa,,"Novelist, Short Story Writer",Male,Brazilian,"João, Guimarães Rosa","Guimarães Rosa, João",
Joel-Peter,Witkin,,"Photographer, Painter",Male,American,"Joel-Peter, Witkin","Witkin, Joel-Peter",
Johann Valentin,Andreae,,"Theologian, Writer",Male,German,"Johann Valentin, Andreae","Andreae, Johann Valentin",
Johann Wolfgang von,Goethe,,"Poet, Novelist, Playwright, Scientist",Male,German,"Johann Wolfgang von, Goethe","Goethe, Johann Wolfgang von",
Johannes,Vermeer,Johannes van der Meer,Painter,Male,Dutch,"Johannes, Vermeer","Vermeer, Johannes",
John Everett,Millais,,Painter,Male,British,"John Everett, Millais","Millais, John Everett",
John Henry,Newman,,"Theologian, Philosopher",Male,British,"John Henry, Newman","Newman, John Henry",
John Singer,Sargent,,Painter,Male,American,"John Singer, Sargent","Sargent, John Singer",
John Stuart,Mill,,"Philosopher, Political Economist",Male,English,"John Stuart, Mill","Mill, John Stuart",
John William,Waterhouse,,Painter,Male,British,"John William, Waterhouse","Waterhouse, John William",
John,Ashbery,,Poet,Male,American,"John, Ashbery","Ashbery, John",
John,Barth,,"Novelist, Short Story Writer",Male,American,"John, Barth","Barth, John",
John,Berger,,"Art Critic, Novelist, Painter",Male,British,"John, Berger","Berger, John",
John,Cassavetes,,"Film Director, Actor",Male,American,"John, Cassavetes","Cassavetes, John",
John,Cheever,,"Novelist, Short Story Writer",Male,American,"John, Cheever","Cheever, John",
John,Crowley,,Novelist,Male,American,"John, Crowley","Crowley, John",
John,Dewey,,"Philosopher, Psychologist",Male,American,"John, Dewey","Dewey, John",
John,Dos Passos,,"Novelist, Journalist, Essayist",Male,American,"John, Dos Passos","Dos Passos, John",
John,Everett Millais,John Everett Millais,"Painter, Illustrator",Male,British,"John, Everett Millais","Everett Millais, John",
John,Fante,,,,,"John, Fante","Fante, John",
John,Hawkes,"John Clendennin Talbot Burne Hawkes, Jr.","Novelist, Playwright",Male,American,"John, Hawkes","Hawkes, John",
John,Keats,,Poet,Male,English,"John, Keats","Keats, John",
John,Langan,,"Horror Writer, Academic",Male,American,"John, Langan","Langan, John",
John,Locke,,Philosopher,Male,English,"John, Locke","Locke, John",
John,Martin,,"Painter, Engraver",Male,British,"John, Martin","Martin, John",
John,Milton,,"Poet, Polemicist",Male,English,"John, Milton","Milton, John",
John,Muir,,"Naturalist, Author, Environmental Philosopher",Male,"Scottish, American","John, Muir","Muir, John",
John,Pilger,,"Journalist, Documentary Filmmaker",Male,Australian,"John, Pilger","Pilger, John",
John,Rawls,,Philosopher,Male,American,"John, Rawls","Rawls, John",
John,Steinbeck,,"Novelist, Short Story Writer",Male,American,"John, Steinbeck","Steinbeck, John",
John,Updike,,"Novelist, Short Story Writer, Poet",Male,American,"John, Updike","Updike, John",
John,William Waterhouse,,Painter,Male,British,"John, William Waterhouse","William Waterhouse, John",
John,Williams,John Edward Williams,"Novelist, Academic",Male,American,"John, Williams","Williams, John",
Jon,Fosse,,"Novelist, Poet, Playwright",Male,Norwegian,"Jon, Fosse","Fosse, Jon",
Jon,Krakauer,,,,,"Jon, Krakauer","Krakauer, Jon",
Jon,Sarkin,,"Artist, Painter",Male,American,"Jon, Sarkin","Sarkin, Jon",
Jonathan,Franzen,,,,,"Jonathan, Franzen","Franzen, Jonathan",
Jonathan,Littell,,Novelist,Male,"American, French","Jonathan, Littell","Littell, Jonathan",
Jordan,Peele,,"Film Director, Screenwriter, Actor",Male,American,"Jordan, Peele","Peele, Jordan",
Jorge Luis,Borges,,"Short Story Writer, Poet, Essayist",Male,Argentine,"Jorge Luis, Borges","Borges, Jorge Luis",
Joris-Karl,Huysmans,Charles Marie Georges Huysmans,Novelist,Male,French,"Joris-Karl, Huysmans","Huysmans, Joris-Karl",
José,de Ribera,Jusepe de Ribera,"Painter, Printmaker",Male,Spanish,"José, de Ribera","de Ribera, José",
José,Donoso,,"Novelist, Short Story Writer",Male,Chilean,"José, Donoso","Donoso, José",
José,Gutiérrez Solana,,Painter,Male,Spanish,"José, Gutiérrez Solana","Gutiérrez Solana, José",
José,Lezama Lima,,"Novelist, Poet",Male,Cuban,"José, Lezama Lima","Lezama Lima, José",
José,Saramago,,"Novelist, Poet, Playwright",Male,Portuguese,"José, Saramago","Saramago, José",
Joseph,Campbell,,"Mythologist, Writer",Male,American,"Joseph, Campbell","Campbell, Joseph",
Joseph,Conrad,Józef Teodor Konrad Korzeniowski,Novelist,Male,"Polish, British","Joseph, Conrad","Conrad, Joseph",
Joseph,Frank,,"Literary Scholar, Biographer",Male,American,"Joseph, Frank","Frank, Joseph",
Joseph,Heller,,"Novelist, Playwright",Male,American,"Joseph, Heller","Heller, Joseph",
Joseph,Pulitzer,,"Newspaper Publisher, Journalist",Male,"Hungarian, American","Joseph, Pulitzer","Pulitzer, Joseph",
Joseph,Roth,Moses Joseph Roth,"Journalist, Novelist",Male,Austrian,"Joseph, Roth","Roth, Joseph",
Joseph,Vargo,,Painter,Male,American,"Joseph, Vargo","Vargo, Joseph",
Joseph,Wright of Derby,,Painter,Male,British,"Joseph, Wright of Derby","Wright of Derby, Joseph",
Josh,Safdie,,"Film Director, Screenwriter, Producer",Male,American,"Josh, Safdie","Safdie, Josh",
Joyce Carol,Oates,,"Novelist, Short Story Writer, Playwright",Female,American,"Joyce Carol, Oates","Oates, Joyce Carol",
Józef,Mehoffer,,Painter,Male,Polish,"Józef, Mehoffer","Mehoffer, Józef",
Juan,Rulfo,,"Novelist, Short Story Writer, Photographer",Male,Mexican,"Juan, Rulfo","Rulfo, Juan",
Judith,Butler,,"Philosopher, Gender Theorist",Female,American,"Judith, Butler","Butler, Judith",
Judy,Chicago,,"Installation Artist, Feminist Artist",Female,American,"Judy, Chicago","Chicago, Judy",
Jules,Verne,Jules Gabriel Verne,Novelist,Male,French,"Jules, Verne","Verne, Jules",
Julia,Ducournau,,"Film Director, Screenwriter",Female,French,"Julia, Ducournau","Ducournau, Julia",
Julia,Kristeva,,"Philosopher, Literary Critic, Novelist, Psychoanalyst, Literary Theorist",Female,"Bulgarian, French","Julia, Kristeva","Kristeva, Julia",
Julian,Jaynes,,"Psychologist, Writer",Male,American,"Julian, Jaynes","Jaynes, Julian",
Julián,Ríos,,Writer,Male,Spanish,"Julián, Ríos","Ríos, Julián",
Julien,Gracq,,,,,"Julien, Gracq","Gracq, Julien",
Julio Ramón,Ribeyro,,"Short Story Writer, Novelist, Playwright",Male,Peruvian,"Julio Ramón, Ribeyro","Ribeyro, Julio Ramón",
Julio,Cortázar,,"Novelist, Short Story Writer",Male,Argentine,"Julio, Cortázar","Cortázar, Julio",
Junji,Ito,,,,,"Junji, Ito","Ito, Junji",
Jürgen,Habermas,,"Philosopher, Sociologist",Male,German,"Jürgen, Habermas","Habermas, Jürgen",
Justine,Triet,,"Film Director, Screenwriter",Female,French,"Justine, Triet","Triet, Justine",
Kahlil,Gibran,,,,,"Kahlil, Gibran","Gibran, Kahlil",
Kapuściński,Ryszard,,"Literary Journalist, Photographer",Male,Polish,"Kapuściński, Ryszard","Ryszard, Kapuściński",
Karel,Čapek,,"Writer, Playwright",Male,Czech,"Karel, Čapek","Čapek, Karel",
Karen,Armstrong,,"Religious Scholar, Writer",Female,British,"Karen, Armstrong","Armstrong, Karen",
Karl Ove,Knausgård,,"Novelist, Autobiographer",Male,Norwegian,"Karl Ove, Knausgård","Knausgård, Karl Ove",
Karl,Bryullov,Karl Pavlovich Bryullov,Painter,Male,Russian,"Karl, Bryullov","Bryullov, Karl",
Karl,Marx,,"Philosopher, Economist, Journalist",Male,German,"Karl, Marx","Marx, Karl",
Karl,Mediz,,Painter,Male,Austrian,"Karl, Mediz","Mediz, Karl",
Karl,Popper,,Philosopher,Male,"Austrian, British","Karl, Popper","Popper, Karl",
Karl,von Piloty,,Painter,Male,German,"Karl, von Piloty","von Piloty, Karl",
Käthe,Kollwitz,,"Printmaker, Painter, Sculptor",Female,German,"Käthe, Kollwitz","Kollwitz, Käthe",
Kathy,Acker,,"Novelist, Poet, Essayist",Female,American,"Kathy, Acker","Acker, Kathy",
Katsushika,Hokusai,,"Painter, Printmaker",Male,Japanese,"Katsushika, Hokusai","Hokusai, Katsushika",
Kay,Sage,,Painter,Female,American,"Kay, Sage","Sage, Kay",
Kazimir,Malevich,,Painter,Male,Russian,"Kazimir, Malevich","Malevich, Kazimir",
Keith,Haring,,Artist,Male,American,"Keith, Haring","Haring, Keith",
Kelly,Reichardt,,"Film Director, Screenwriter",Female,American,"Kelly, Reichardt","Reichardt, Kelly",
Ken,Currie,,Painter,Male,Scottish,"Ken, Currie","Currie, Ken",
Ken,Kesey,Kenneth Elton Kesey,Novelist,Male,American,"Ken, Kesey","Kesey, Ken",
Kenzaburō,Ōe,,"Novelist, Short Story Writer",Male,Japanese,"Kenzaburō, Ōe","Ōe, Kenzaburō",
Kim,Noble,,Painter,Female,British,"Kim, Noble","Noble, Kim",
Kira,Muratova,,"Film Director, Screenwriter",Female,Ukrainian,"Kira, Muratova","Muratova, Kira",
Kitagawa,Utamaro,,"Printmaker, Painter",Male,Japanese,"Kitagawa, Utamaro","Utamaro, Kitagawa",
Knut,Hamsun,,Novelist,Male,Norwegian,"Knut, Hamsun","Hamsun, Knut",
Kōbō,Abe,Kimifusa Abe,"Novelist, Playwright",Male,Japanese,"Kōbō, Abe","Abe, Kōbō",
Kojin,Karatani,,"Philosopher, Literary Critic",Male,Japanese,"Kojin, Karatani","Karatani, Kojin",
Konstantin,Lopushansky,,"Film Director, Screenwriter",Male,Russian,"Konstantin, Lopushansky","Lopushansky, Konstantin",
Konstantin,Somov,,Painter,Male,Russian,"Konstantin, Somov","Somov, Konstantin",
Konstantin,Vasiliev,,Painter,Male,Russian,"Konstantin, Vasiliev","Vasiliev, Konstantin",
Kristin,Lavransdatter,,Novelist,Female,Norwegian,"Kristin, Lavransdatter","Lavransdatter, Kristin",
Krzysztof,Kieślowski,,"Film Director, Screenwriter",Male,Polish,"Krzysztof, Kieślowski","Kieślowski, Krzysztof",
Kurt,Cobain,Kurt Donald Cobain,"Musician, Painter, Visual Artist",Male,American,"Kurt, Cobain","Cobain, Kurt",
Kurt,Vonnegut,,"Novelist, Short Story Writer, Essayist",Male,American,"Kurt, Vonnegut","Vonnegut, Kurt",
Kwame Anthony,Appiah,,Philosopher,Male,"Ghanaian, British, American","Kwame Anthony, Appiah","Appiah, Kwame Anthony",
L.M.,Montgomery,,,,,"L.M., Montgomery","Montgomery, L.M.",
Lance,Olsen,,,,,"Lance, Olsen","Olsen, Lance",
Larisa,Shepitko,,"Film Director, Screenwriter",Female,Soviet Ukrainian,"Larisa, Shepitko","Shepitko, Larisa",
Larry,McMurtry,,"Novelist, Screenwriter",Male,American,"Larry, McMurtry","McMurtry, Larry",
